"source","target","label"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_f9fb60f604923c4b","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_fb8ce715afb019c3","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_f6b0f13cddae3799","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_3bfd4de8f8f2175d","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_6afda7f04d7477bf","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_a086ddfedbbf24d3","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_b456cae4b5f2ecf5","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_e56648de3055666d","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_6dc8e4dda2bcff12","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_0c249919b092358e","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_935f67277c5fa1ea","TaxonomyCodedRoute_98055cac67afe227","HAS_CODED_INPUT_ROUTE"
