"source","target","label"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_192950c1c42913c6","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_ae928d10755e3db1","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_0edb624c22216768","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_8e005f819fe5a647","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_e55ebcab36266d8a","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_de63a62feeda0426","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_be742a64d016b2cb","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_c25cacd7eb57a547","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_f854f55d3e64a111","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_c5841d4d31b68541","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_1e6678b3c0036377","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_a789130843e9ecc2","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_854f4c3bf000b5f2","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_92e2906aad422e18","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_a0fd5a40b53ff922","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_f4c43348d0e822bd","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_5a964642a45e0c1a","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_926caeccff40c6d9","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_dad4a269771ef8fd","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_798ea82f4d803b51","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_a4d49b5466e6aaed","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_14795a337bcee938","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_8bd308c49da7fe5d","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_283f114e07f0f9b9","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_1ddf49c843a0809f","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_42a4dc5f17c57022","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_18ef014d4f8e4eb5","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_8f73e8da5c3dfb96","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_6909599157364a6c","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_06d2eb55ba42473e","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_237d84988a809c6a","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_b9cb174a4498bb09","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_57d03e3ea9fea39d","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_cf42b2de66799b9c","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_fc344f469c73b541","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_4ad6960c6f1a49b5","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_da4363b0eb77e936","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_977f1abadaf3ec20","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_d1d5f13d44271a06","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_7618481fb672470e","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_abe9e89002ab14a7","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_858b60563fb0a1b1","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_bc07dcd0af895c74","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_7fee3d033c210c9f","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_ac0a87ee508c05d9","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_18bacec6348238d9","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_5ed4e8ea7134ced5","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_b1766b04f9aaecee","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_5b5a72bc7b302d25","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_21c6be0dd08ed4b7","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_7cba9690cd6366a6","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_fafa04a1ca0427db","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_87fd43e713513a4e","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_08e153c8bbb343ec","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_c86e35cada94fdc4","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_6f7fcba37f78af76","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_148d2772454f43d4","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_ae1b92d0eda7b4cb","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_76daa273ba1252a9","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_c2eea06260180852","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_e338f0169df3701e","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_6d34bb4ca286a977","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_e816cf0e2d372dea","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_2c990e59f43c4d06","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_2cdea9cc775f0f66","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_e3ba833c38c08b11","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_43c2b33da6e943b8","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_485432ad037aed72","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_8c0d9f84adad438c","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_9915121962cb6afd","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_b2650f43db5f6a9e","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_c336e15d2ec9fcd3","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_df5b7cfdcda9832b","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_4f0faaacfca6d364","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_748ee6d111689639","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_a9d3cb0132b656d8","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_170b4783249f9929","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_645446358c5dd4fd","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_274c8204979db6b3","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_2e91db8926cce9e0","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_3ea4805ab78839ed","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_40dde43daa91df6d","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_5e0923bbc6a3cdd6","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_e87f2cbd5d5adc91","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_cdcb73dbfe53625d","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_4484fecd24cec0b7","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_d4b011ee4a9fc161","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_0e96709cac13c2f4","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_fe05790117b1a1ed","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_e606f6e78438ae49","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_3c5cc946599167a1","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_69c0e285666b76e0","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_7e88c8227c40d17e","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_dead29fde833c868","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_da07c24829a256d9","HAS_CODED_INPUT_ROUTE"
"TaxonomyCodedDocument_a43da052ecaff704","TaxonomyCodedRoute_d950c31ab71ae43a","HAS_CODED_INPUT_ROUTE"
